Code,City,Country,AIRPORT
15448,Ugashik,AK,Ugashik
15449,Uherske Hradiste,Czech Republic,Uherske Hradiste
15450,Upper Heyford,United Kingdom,Upper Heyford
15451,Quibdo,Colombia,El Carano
15452,Qui Nhon,Vietnam,Phu Cat
15453,Utila Island,Honduras,Utila Island Hond.
15454,Quincy,IL,Quincy Regional-Baldwin Field
15455,Quito,Ecuador,Old Mariscal Sucre International
15456,Quimper,France,Quimper Pluguffan
15457,Kobe Honshu Island,Japan,Kobe
15458,Ukiah,CA,Ukiah Municipal
15459,San Julian,Argentina,San Julian
15460,Santiago,Chile,Los Cerrillos
15461,Ulithi,Federated States of Micronesia,Ulithi
15462,New Ulm,MN,New Ulm Municipal
15463,Ulan Bator,Mongolia,Chinggis Khaan International
15464,Tulua,Colombia,Heriberto Gil Martinez
15465,Ulysses,KS,Ulysses
15466,Ulyanovsk,Russia,Ulyanovsk Vostochny
15467,Umnak,AK,North Shore
15468,Uummannaq,Greenland,Uummannaq
15469,Umea,Sweden,Umea
15470,Summit,AK,Summit
15471,Woomera,Australia,Woomera
15472,Umiat,AK,Umiat
15473,Umuarama,Brazil,Umuarama
15475,Konduz,Afghanistan,Kunduz
15476,Kiunga,Papua New Guinea,Kiunga
15477,Union Island,Saint Vincent and the Grenadines,Union Island
15478,Unalakleet,AK,Unalakleet
15479,Umnak,AK,Umnak
15480,Unst,United Kingdom,Unst
15481,Oxford,MS,University-Oxford
15482,Ujung Pandang,Indonesia,Hasanuddin
15483,Uruapan,Mexico,Uruapan
15484,Upolo Point,HI,Upolu
15485,Queens,AK,The Queens
15486,Uralsk,Kazakhstan,Uralsk
15487,Urubupunga,Brazil,Urubupunga
15488,Urumqi,China,Diwopu
15489,Uruguaiana,Brazil,Rubem Berta
15490,Boos,France,Rouen Vallee de Seine
15491,Surat Thani,Thailand,Surat Thani
15492,Gurayat,Saudi Arabia,Guriat
15493,Ushuaia,Argentina,Islas Malvinas
15494,Usibelli,AK,Usi Belli Coal Mine
15495,Koh Samui,Thailand,Samui
15496,Ulsan,South Korea,Ulsan
15497,St. Augustine,FL,Northeast Florida Regional
15498,Heber,UT,Heber City Municipal - Russ McDonald Field
15499,Muttaburra,Australia,Muttaburra
15500,Udon Thani,Thailand,Udon Thani
15501,Utirik,Marshall Islands,Utirik Island
15502,Tunica,MS,Tunica Municipal
15503,Upington,South Africa,Upington International
15504,Utopia,AK,Indian Mountain LRRS
15505,Utapao,Thailand,U-Tapao Pattaya International
15506,Mthatha,South Africa,Mthatha
15507,Queenstown,South Africa,Queenstown
15508,Kuparuk,AK,North Kuparuk
15509,Yuzhno-Sakhalinsk,Russia,Khomutovo
15510,Manumu,Papua New Guinea,Manumu
15511,Uvalde,TX,Garner Field
15512,Ouvea,New Caledonia,Ouvea Ouloup
15513,St. Lucia,Saint Lucia,Hewanorra International
15514,Kharja,Egypt,New Valley
15515,Lik Camp,AK,Lik Camp
15516,Fassberg,Germany,Fassberg
15517,Hawley,MN,Hawley Municipal
15518,Chowchilla,CA,Chowchilla
15519,Faulkton,SD,Faulkton Municipal
15520,St. Anthony,ID,Stanford Field
15521,Dutch John,UT,Dutch John
15522,Kiev,Ukraine,Antonov 2 International
15523,Calder Bay,AK,Calder Bay
15524,Richmond,KY,Central Kentucky Regional
15525,Petaluma,CA,Petaluma Municipal
15526,Chariot,AK,Chariot
15527,47-Mile Mine,AK,47-Mile Mine
15528,Prestonsburg,KY,Big Sandy Regional
15529,Fitchburg,MA,Fitchburg Municipal
15530,Bay St. Louis,MS,Stennis International
15531,Gilze-Rijen,Netherlands,Gilze-Rijen
15532,Monument Valley,UT,Monument Valley
15533,Cimarron,KS,Cimarron Municipal
15534,Lorain/Elyria,OH,Lorain County Regional
15535,Cheboygan,MI,Cheboygan County
15536,Enterprise,OR,Enterprise Municipal
15537,Cookeville,TN,Putnam County
15538,Hot Springs,MT,Hot Springs
15539,Circle,MT,Circle Town County
15540,Garrison,ND,Garrison Municipal
15541,Melilla,Uruguay,Angel S Adami
15543,Nyala,Sudan,Nyala
15544,Curuzu Cuatia,Argentina,Curuzu Cuatia
15545,Emporia,VA,Emporia Greensville Regional
15546,Chesapeake,VA,Chesapeake Regional
15547,Marion/Wytheville,VA,Mountain Empire
15548,Leesburg,VA,Leesburg Executive
15549,Vaasa,Finland,Vaasa
15550,Valdosta,GA,Moody AFB
15552,Valence,France,Valence Chabeuil
15553,Vanimo,Papua New Guinea,Vanimo
15554,Chevak,AK,Chevak
15555,Van,Turkey,Van
15556,Suavanao,Solomon Islands,Suavanao
15557,Varna,Bulgaria,Varna
15558,Sivas,Turkey,Sivas
15559,Vava'u,Tonga,Vava'u International
15561,Lompoc,CA,Vandenberg AFB
15562,Brescia,Italy,Brescia Montichiari
15563,Visby,Sweden,Visby
15564,Can Tho,Vietnam,Can Tho International
15565,View Cove,AK,View Cove
15566,Venice,Italy,Marco Polo International
15567,Sao Paulo,Brazil,Viracopos International
15568,Carora,Venezuela,Carora
15569,Victoria,TX,Victoria Regional
15570,Victorville,CA,Southern California Logistics
15571,Ovda,Israel,Ovda
15572,Vitoria Da Conquista,Brazil,Vitoria Da Conquista
15573,Valverde,Spain,Hierro
15574,Vidalia,GA,Vidalia Regional
15575,Viedma,Argentina,Viedma
15576,Valle de la Pascua,Venezuela,Valle de la Pascua
15577,Villa Dolores,Argentina,Villa Dolores
15578,Vadso,Norway,Vadso
15579,Valdez,AK,Valdez Pioneer Field
15581,Venetie,AK,Venetie
15582,Vernal,UT,Vernal Regional
15583,Versailles,MO,Roy Otten Memorial Airfield
15584,Veracruz,Mexico,General Heriberto Jara International
15585,Vestmannaeyjar,Iceland,Vestmannaeyjar
15586,Victoria Falls,Zimbabwe,Victoria Falls International
15587,Vijayawada,India,Vijayawada
15588,Vigo,Spain,Vigo
15589,Las Vegas,NV,North Las Vegas
15590,Vilhelmina,Sweden,Vilhelmina
15591,Vichy,France,Vichy Charmeil
15593,Vicenza,Italy,Vicenza
15594,Vidin,Bulgaria,Vidin
15595,Vienna,Austria,Vienna International
15596,El Vigia,Venezuela,Juan Pablo Perez Alfonzo
15597,Vichy,MO,Rolla National
15598,Virgin Gorda,British Virgin Islands,Virgin Gorda
15599,Kavik River,AK,Kavik River
15600,Dakhla,Morocco,Dakhla International
15601,Visalia,CA,Visalia Municipal
15602,Vitoria,Spain,Vitoria
15603,Vitoria,Brazil,Eurico de Aguiar Salles
15604,Moscow,Russia,Vnukovo
15605,Vicksburg,MS,Vicksburg Municipal
15606,Valencia,Spain,Valencia
15607,Valdosta,GA,Valdosta Regional
15608,Port Vila,Vanuatu,Port Vila
15609,Valladolid,Spain,Valladolid
15610,Valencia,Venezuela,Arturo Michelena International
15612,Vallenar,Chile,Vallenar
15613,Valera,Venezuela,Dr. Antonio Nicolas Briceno
15614,Villa Mercedes,Argentina,Mercedes
15615,Venice,FL,Venice Municipal
15616,Vilnius,Lithuania,Vilnius International
15617,Varanasi,India,Lal Bahadur Shastri Varanasi International
15618,Van Nuys,CA,Van Nuys
15619,Volgograd,Russia,Gumrak
15620,Camp Douglas,WI,Volk Field
15621,Volos,Greece,Volos
15622,Cartersville,GA,Cartersville
15623,Ondjiva,Angola,Ondjiva
15624,Valparaiso,FL,Eglin AFB Destin Fort Walton Beach
15625,Valparaiso,IN,Porter County Regional
15626,Vieques,PR,Antonio Rivera Rodriguez
15627,Varadero,Cuba,Juan Gualberto Gomez International
15628,Vero Beach,FL,Vero Beach Regional
15629,Virac,Philippines,Virac
15630,Varkaus,Finland,Varkaus
15631,Verona,Italy,Villafranca
15632,Villahermosa,Mexico,C. P. A. Carlos Rovirosa International
15633,Viseu,Portugal,Viseu
15634,Springfield,VT,Hartness State
15635,Vasteras,Sweden,Vasteras
15636,Vientiane,Laos,Wattay International
15637,Valentine,NE,Miller Field
15638,Visakhapatnam,India,Vishakhapatnam
15639,Albemarle,NC,Stanly County
15640,Vancouver,WA,Pearson Field
15641,Valledupar,Colombia,Alfonso Lopez Pumarejo
15642,Villavicencio,Colombia,Gomez Nino Apiay AB
15643,Santa Cruz,Bolivia,Viru Viru International
15644,Vastervik,Sweden,Vastervik
15645,Vladivostok,Russia,Knevichi
15646,Headland,AL,Headland Municipal
15647,Myrtle Creek,OR,Myrtle Creek Municipal
15648,Gallatin,TN,Sumner County Regional
15649,Hanford,CA,Hanford Municipal
15650,Chelan,WA,Lake Chelan
15651,Custer,SD,Custer County
15652,Garibaldi,OR,Tillamook
15653,Midland/Odessa,TX,Odessa Schlemeyer Field
15654,California City,CA,California City Municipal
15655,Cameron,SC,McNeil
15656,Saratoga Springs,NY,Saratoga County
15657,Bemidji,MN,Nary National Shefland Field
15658,Weed,CA,Weed
15659,Parker,AZ,Avi Suquilla
15660,Arlington,WA,Arlington Municipal
15661,Bernard,ID,Bernard Usfs
15662,Lodi,CA,Kingdon Airpark
15663,Independence,CA,Independence
15664,Wichita,KS,Colonel James Jabara
15665,Americus,GA,Jimmy Carter Regional
15668,Deer Lodge,MT,Deer Lodge-City-County
15669,Hondo,TX,South Texas Regional at Hondo
15670,Landsberg Am Lech,Germany,Landsberg-Lech
15671,Granite Creek Mine,AK,Granite Creek Mine
15672,Sao Vicente,Cape Verde,Sao Pedro International
15673,Vaxjo,Sweden,Smaland
15674,Vryheid,South Africa,Vryheid
15675,Peru,IL,Illinois Valley Regional
15676,Marvel Creek Mine,AK,Marvel Creek Mine
15677,Mitrofania,AK,Mitrofania
15678,Mush Bay,AK,Mush Bay
15679,Campbell Lagoon,AK,Campbell Lagoon
15680,Frazer Lake,AK,Frazer Lake
15681,Afognak Straits,AK,Afognak Straits
15682,Moffet Bay,AK,Moffet Bay
15683,Mineola,TX,Mineola Wisener Field
15684,Brundidge,AL,Brundidge Municipal
15685,Payette,ID,Payette Municipal
15687,Los Alamitos,CA,Los Alamitos AAF
15688,Jensens Strip,AK,Jensens Strip
15689,Wildman Creek,AK,Wildman Creek
15690,Stepovak,AK,Stepovak
15692,Puale Bay,AK,Puale Bay
15693,Katmai Bay,AK,Katmai Bay
15694,Kashvik Bay,AK,Kashvik Bay
15695,Cinder Mountain,AK,Cinder Mountain
15696,Hagemeister Island,AK,Hagemeister Island
15697,Cape Peirce,AK,Cape Peirce
15698,Cape Greig,AK,Cape Greig
15699,Kasba Lake,Canada,Kasba Lake
15700,Katmai Lodge,AK,Katmai Lodge
15701,South St. Paul,MN,South St. Paul Municipal-Richard E. Fleming Field
15703,Mansfield,WA,Mansfield
15704,Burlington,WA,Bayview Farms
15705,Medical Lake,WA,Isaacson
15706,Winthrop,WA,Methow Valley State
15707,Stehekin,WA,Stehekin Seaplane Landing
15708,Chelan,WA,Chelan Seaplane Landing
15709,Wales,AK,Wales
15710,Wabag,Papua New Guinea,Wabag
15711,Andriamena,Madagascar,Andriamena
15712,Wanganui,New Zealand,Whanganui
15713,Chincoteague,VA,Wallops Flight Facility
15714,Warsaw,IN,Warsaw Municipal
15715,Washington,DC,Washington DC Metropolitan Area
15716,Waterford,Ireland,Waterford
15717,Wave Hill,Australia,Wave Hill Old
15718,Warsaw,Poland,Warsaw Chopin
15720,Wahai,Indonesia,Wahai
15721,Stebbins,AK,Stebbins
15722,Commerce/Montebello,CA,Commerce/Montebello Heliport
15723,Wapenamanda,Papua New Guinea,Wapenamanda
15724,Woburn,MA,Woburn
15725,Beaver,AK,Beaver
15726,Big Rapids,MI,Roben-Hood
15727,Bennettsville,SC,Bennettsville
15728,Downtown,CA,Downtown
15729,Castro,Chile,Gamboa
15730,Whalers Cove Lodge,AK,Whalers Cove Lodge
15731,Chandalar,AK,Chandalar Lake
15732,Wide Bay,AK,Wide Bay
15734,Enid,OK,Enid Woodring Regional
15735,Windhoek,Namibia,Hosea Kutako International
15736,Eastsound,WA,Waldronaire
15737,Winder,GA,Barrow County
15738,Dashuipo,China,Dashuipo
15739,Weipa,Australia,Weipa
15740,Welkom,South Africa,Welkom
15741,Ketchikan,AK,Ketchikan Waterfront Seaplane Base
15744,Wagga Wagga,Australia,Wagga Wagga
15745,Walgett,Australia,Walgett
15746,Bahia Tortugas,Mexico,Bahia Tortugas
15747,Isle Baltra,Ecuador,Isle Baltra Off-Line Point
15749,Winchester,VA,Winchester Regional
15750,Waingapu,Indonesia,Mau Hau
15751,Frenchville,ME,Northern Aroostook Regional
15754,Hyder,AK,Hyder Seaplane Base
15755,Whakatane,New Zealand,Whakatane
15756,Franz Josef,New Zealand,Franz Josef
15758,Eagle,CO,Vail/Avon
15759,Wharton,TX,Wharton Regional
15760,Black River Falls,WI,Black River Falls Area
15761,Phillips,WI,Price County
15762,Wilbur,WA,Wilbur
15763,Wick,United Kingdom,Wick
15766,Nairobi,Kenya,Nairobi/Wilson
15767,Winton,Australia,Winton
15768,Woja,Marshall Islands,Woja
15769,Lancaster,CA,General William J. Fox Airfield
15772,Wanaka,New Zealand,Wanaka
15773,Wakkanai,Japan,Wakkanai
15774,Aleknagik,AK,Aleknagik New
15775,Waikoloa Village,HI,Waikoloa Heliport
15776,Hwange,Zimbabwe,Hwange National Park
15777,Wakunai,Papua New Guinea,Wakunai
15778,Walker's Cay,The Bahamas,Walker's
15779,Philadelphia,PA,Penns Landing Seaplane Base
15781,Labouchere Bay,AK,Labouchere Bay
15782,Winfield,KS,Strother Field
15783,Wellington,New Zealand,Wellington International
15784,Walaha,Vanuatu,Walaha
15785,Selawik,AK,Selawik
15786,Waltham,MA,Waltham Hospital Heliport
15787,Wallis Island,Wallis and Futuna,Wallis Hihifo
15789,Willows,CA,Willows Glenn County
15790,Warrnambool,Australia,Warrnambool
15791,Winnemucca,NV,Winnemucca Municipal
15792,Mountain Home,AR,Baxter County
15793,Meyers Chuck,AK,Meyers Chuck Seaplane Base
15794,White Mountain,AK,White Mountain
15795,Mananara,Madagascar,Avaratra
15798,Napakiak,AK,Napakiak
15799,Wunnumin Lake,Canada,Wunnumin Lake
15800,Naga,Philippines,Naga
15801,Windorah,Australia,Windorah
15802,Nawab Shah,Pakistan,Nawabshah
15804,Wenzhou,China,Longwan
15805,Wood River,AK,Wood River
15807,Willow,AK,Willow
15810,Wipim,Papua New Guinea,Wipim
15812,Puerto Williams,Chile,Guardiamarina Zanartu
15813,Ovid,NY,Ovid
15814,Mandan,ND,Mandan Municipal
15815,Hamilton,MT,Ravalli County
15816,Tulelake,CA,Tulelake Municipal
15817,Dinsmore,CA,Dinsmore
15818,Rigby,ID,Rigby
15819,Hesperia,CA,Hesperia
15820,Dorris,CA,Butte Valley
15821,Connell,WA,Connell City
15822,Peard Bay,AK,Peard Bay
15823,Townsend,MT,Townsend
15824,Bluff,AK,Bluff
15825,Lake Charles,LA,Chennault International
15826,Campbellsville,KY,Taylor County
15827,Rosamond,CA,Rosamond Skypark
15828,Oceano,CA,Oceano County
15829,Fairburn,SD,Custer State Park
15830,Naknek,AK,Tibbetts
15831,Poplar,MT,Poplar Municipal
15832,Bridger,MT,Bridger Municipal
15833,Portales,NM,Portales Municipal
15835,David River,AK,David River
15836,Kiavak,AK,Kiavak
15837,Port Wakefield,AK,Port Wakefield
15838,Chignik Lake,AK,Chignik Lake
15839,Macon,GA,Robins AFB
15840,Whangarei,New Zealand,Whangarei
15841,Wrangell,AK,Wrangell
15842,Fort Dix,NJ,McGuire Field
15843,Worland,WY,Worland Municipal
15845,Wroclaw,Poland,Strachowice
15846,Steamboat Bay,AK,Steamboat Bay
15847,Washington,PA,Washington County
15848,Shirley,NY,Brookhaven
15849,Wasilla,AK,Wasilla
15850,San Juan,AK,San Juan
15852,Wiseman,AK,Wiseman
15853,South Naknek,AK,South Naknek 2
15854,Waspam,Nicaragua,Waspam
15855,Westerly,RI,Westerly State
15856,Westsound,WA,Westsound
15857,Shute Harbour/Whitsunday,Australia,Whitsunday Airstrip
15858,Westport,New Zealand,Westport
15859,New York,NY,World Trade Center Heliport
15860,West End,The Bahamas,West End
15861,Noatak,AK,Noatak
15862,Tuntutuliak,AK,Tuntutuliak
15863,Waddington,United Kingdom,RAF Waddington
15864,Whiteriver,AZ,Whiteriver
15865,Tsiroanomandidy,Madagascar,Tsiroanomandidy
15866,Whittier,AK,Whittier
15867,Wau,Papua New Guinea,Wau
15868,Wuhan,China,Tianhe
15869,Duchesne,UT,Duchesne Municipal
15870,Ocean Shores,WA,Avco
15871,Wau,South Sudan,Wau
15872,Wuxi,China,Shuofang
15873,Charleston,WV,Mcs-Pad Heliport
15874,Falls Church,VA,Washington-Virginia
15875,Walvis Bay,Namibia,Walvis Bay
15877,Watsonville,CA,Watsonville Municipal
15878,Manakara,Madagascar,Manakara
15879,Augusta/Waterville,ME,Waterville Robert Lafleur
15881,Wasilla,AK,Wasilla
15882,Cape May,NJ,Cape May County
15883,Wewak,Papua New Guinea,Wewak International
15885,Whale Pass,AK,Whale Pass
15886,Woodward,OK,West Woodward
15887,Newtok,AK,Newtok
15892,Pinedale,WY,Ralph Wenz Field
15893,Whyalla,Australia,Whyalla
15894,Yes Bay,AK,Yes Bay Lodge Seaplane Base
15895,Yengema,Sierra Leone,Yengema
15896,Wyndham,Australia,Wyndham
15897,West Yellowstone,MT,Yellowstone
15899,Nassau,The Bahamas,Nassau Seaplane Base
15900,Alamos,Mexico,Alamos
15901,Chapeco,Brazil,Chapeco
15902,Bearskin Lake,Canada,Bearskin Lake
15903,Brockville,Canada,Brockville Regional Tackaberry
15904,Christmas Island,Christmas Island,Christmas Island
15905,Cluff Lake,Canada,Cluff Lake
15906,Chalons-En-Champagne,France,Chalons Vatry
15907,Lake Geneva,WI,Americana
15908,Xichang,China,Qingshan
15910,Xi'an,China,Xianyang
15913,St. Louis,Senegal,Saint Louis
15914,Lemwerder,Germany,Lemwerder
15915,Madison,SD,Madison Municipal
15916,Manihi,French Polynesia,Manihi
15917,Xiamen,China,Gaoqi
15918,Marmande,France,Marmande Virazeil
15919,Fayetteville,AR,Northwest Arkansas Regional
15920,Quang Ngai,Vietnam,Quang Ngai
15921,Xining,China,Xining
15923,Comayagua,Honduras,Palmerola Air Base
15924,Al Bakr,Iraq,Joint Base Balad
15925,Quepos,Costa Rica,Quepos
15926,Richmond,Australia,Richmond AFB
15927,Reston,VA,Reston
15928,Jerez de la Frontera,Spain,Jerez
15929,South Caicos,Turks and Caicos Islands,South Caicos International
15930,Tonopah,NV,Tonopah Test Range
15931,Leonardtown,MD,St. Mary's County Regional
15932,Seletar,Singapore,Seletar
15933,Xuzhou,China,Xuzhou
15934,Granite Point,AK,Granite Point Ndb
15936,Yantarni Bay,AK,Yantarni Bay
15937,Emmen,Switzerland,Emmen
15938,Copalis,WA,Copalis State
15939,Jerome,ID,Jerome County
15941,Aztec,NM,Aztec Municipal
15943,Dexter,ME,Dexter Regional
15944,Port Orchard,WA,Port Orchard
15945,Blackfoot,ID,McCarley Field
15946,Riyadh,Saudi Arabia,Riyadh Military
15947,Jupiter,FL,William P Gwinn
15948,Kimball,NE,Kimball Municipal/Robert E. Arraj Field
15949,Al Kharj,Saudi Arabia,Prince Sultan AB
15950,Iwakuni,Japan,Iwakuni MCAS
15952,Oliktok,AK,Oliktok LRRS
15953,Nushagak Bay,AK,Nushagak Bay
15954,Marion,AL,Perry County
15956,Driggs,ID,Teton Peaks
15961,Woodford,United Kingdom,Manchester Woodford
15963,Clarendon,TX,Smiley Johnson Municipal/Bass Field
15964,Lakewood,NJ,Lakewood
15966,Cambridge,MA,Arthur D. Little Heliport
15968,Doha,Qatar,Al Udeid AB
15971,Willits,CA,Ells Field-Willits Municipal
15972,Hurricane,UT,General Dick Stout Field
15973,Lakeport,CA,Lampson Field
15975,Mariposa,CA,Mariposa-Yosemite
15976,Creswell,OR,Hobby Field
15977,Polson,MT,Polson
15978,Ashland,OR,Ashland Municipal-Sumner Parker Field
15979,Decatur,WA,Decatur Shores
15980,Lake City,FL,Lake City Gateway
15981,Mena,AR,Mena Intermountain Municipal
15982,Fortuna,CA,Rohnerville
15983,Zuni Pueblo,NM,Black Rock
15984,Yandina,Solomon Islands,Yandina
15986,Anahim Lake,Canada,Anahim Lake
15987,Cat Lake,Canada,Cat Lake
15988,Asbestos Hill,Canada,Asbestos
15989,Fort Frances,Canada,Fort Frances Municipal
15990,La Grande 4,Canada,La Grande 4
15991,Yakutat,AK,Yakutat
15992,Sault Ste. Marie,Canada,Sault Ste. Marie
15993,Yaounde,Cameroon,Yaounde Ville
15994,Yap,Federated States of Micronesia,Yap International
15995,Attawapiskat,Canada,Attawapiskat
15996,Kattiniq,Canada,Kattiniq Donaldson
15997,Miners Bay,Canada,Miners Bay
15998,St. Anthony,Canada,St. Anthony
15999,Tofino,Canada,Long Beach
16000,Banff,Canada,Banff
16001,Kugaaruk,Canada,Kugaaruk
16002,Baie Comeau,Canada,Baie Comeau
16003,Uranium City,Canada,Uranium City
16004,Saguenay,Canada,Bagotville
16005,Baie Johan Beetz,Canada,Baie Johan Beetz
16006,Baker Lake,Canada,Baker Lake
16007,Campbell River,Canada,Campbell River
16008,Bronson Creek,Canada,Bronson Creek
16009,Brandon,Canada,Brandon Municipal
16010,Opapimiskan Lake,Canada,Opapimiskan Lake
16011,Brochet,Canada,Brochet
16012,Berens River,Canada,Berens River
16013,Blanc Sablon,Canada,Blanc Sablon
16014,Cambridge Bay,Canada,Cambridge Bay
16015,Cornwall,Canada,Cornwall Regional
16016,Nanaimo,Canada,Nanaimo
16017,Cortes Bay,Canada,Cortes Bay
16018,Castlegar/Nelson/Trail,Canada,Castlegar West Kootenay Regional
16019,Miramichi,Canada,Miramichi
16020,Cape Saint James,Canada,Cape Saint James
16021,Colville Lake,Canada,Colville Lake Tommy Kochon
16022,Charlo,Canada,Charlo
16023,St. Catharines,Canada,Niagara District
16024,Cochrane,Canada,Cochrane
16025,Kugluktuk/Coppermine,Canada,Kugluktuk
16026,Cross Lake,Canada,Cross Lake
16027,Chesterfield Inlet,Canada,Chesterfield Inlet
16028,Clyde River,Canada,Clyde River
16029,Dawson City,Canada,Dawson City
16030,Burwash Landings,Canada,Burwash
16031,Deer Lake,Canada,Deer Lake
16032,Dease Lake,Canada,Dease Lake
16033,Dauphin,Canada,Dauphin Barker
16034,Nain,Canada,Nain
16035,Dawson Creek,Canada,Dawson Creek
16036,Desolation Sound,Canada,Desolation Sound Marine Park
16038,Riviere-Du-Loup,Canada,Riviere-Du-Loup
16039,Edmonton,Canada,Edmonton Metropolitan Area
16040,Yecheon,South Korea,Yecheon
16041,Edmonton,Canada,Edmonton Namao Heliport
16042,Edmonton,Canada,Edmonton International
16043,Arviat,Canada,Arviat
16044,Elliot Lake,Canada,Elliot Lake Municipal
16045,Manitowaning,Canada,Manitoulin East Municipal
16046,Yeovilton,United Kingdom,Yeovilton
16047,Fort Severn,Canada,Fort Severn
16048,Eureka,Canada,Eureka
16049,Inuvik,Canada,Inuvik
16050,Iqaluit,Canada,Iqaluit
16051,Fredericton,Canada,Fredericton International
16052,Flin Flon,Canada,Flin Flon
16053,Fort Resolution,Canada,Fort Resolution
16054,Fort Simpson,Canada,Fort Simpson
16055,Gagnon,Canada,Gagnon
16056,Gillies Bay,Canada,Texada Gillies Bay
16057,Gorge Harbor,Canada,Gorge Harbor
16058,Ganges Harbor,Canada,Ganges Harbor
16059,Fort Good Hope,Canada,Fort Good Hope Ice Strip
16060,Yonago,Japan,Miho
16061,Kingston,Canada,Kingston
16062,La Grande,Canada,La Grande Riviere
16063,Greenway Sound,Canada,Greenway Sound
16064,Gaspe,Canada,Michel Pouliot
16065,Geraldton,Canada,Geraldton Greenstone Regional
16066,Iles de la Madeleine,Canada,Iles de la Madeleine
16067,Igloolik,Canada,Igloolik
16068,Havre St. Pierre,Canada,Havre St. Pierre
16069,Kuujjuarapik,Canada,Kuujjuarapik
16070,Gillam,Canada,Gillam
16072,Grise Fiord,Canada,Grise Fiord
16073,Port Hope Simpson,Canada,Port Hope Simpson
16074,Dryden,Canada,Dryden Regional
16075,Hearst,Canada,Hearst Municipal
16076,Campbell River,Canada,Harbor
16077,Holman Island,Canada,Ulukhaktok Holman
16078,Hamilton,Canada,John C. Munro Hamilton International
16079,Hornepayne,Canada,Hornepayne Municipal
16080,Harrington Harbour,Canada,Harrington Harbour
16081,Sechelt,Canada,Sechelt
16082,Haines Junction,Canada,Haines Junction
16083,Montreal,Canada,St. Hubert
16084,Hay River,Canada,Hay River Merlyn Carter
16085,Halifax,Canada,Halifax Stanfield International
16086,Atikokan,Canada,Atikokan Municipal
16087,Pakuashipi,Canada,St Augustin
16088,Big Bay Marina,Canada,Big Bay Marina
16089,Yichang,China,Yichang Sanxia
16090,Pond Inlet,Canada,Pond Inlet
16091,Detroit,MI,Willow Run
16092,Island Lake,Canada,Island Lake
16093,Yiwu,China,Yiwu
16094,Johnny Mountain,Canada,Johnny Mountain
16095,Stephenville,Canada,Stephenville
16096,Kamloops,Canada,Kamloops
16097,Kitchener,Canada,Waterloo
16098,Kangirsuk,Canada,Kangirsuk
16099,Key Lake,Canada,Key Lake
16100,Schefferville,Canada,Schefferville
16101,Yakima,WA,Yakima Air Terminal/McAllister Field
16102,Yankton,SD,Chan Gurney Municipal
16103,Yakutsk,Russia,Yakutsk
16104,Fort George,Canada,Ft. George
16105,Kirkland Lake,Canada,Kirkland Lake
16106,Toronto,Canada,Buttonville Municipal
16107,Kimmirut/Lake Harbour,Canada,Lake Harbour
16108,Chapleau,Canada,Chapleau
16109,Lansdowne House,Canada,Lansdowne House
16110,Lloydminster,Canada,Lloydminster
16111,Mingan,Canada,Mingan
16112,La Tuque,Canada,La Tuque
16113,Leaf Rapids,Canada,Leaf Rapids
16114,Alert,Canada,Alert
16115,Kelowna,Canada,Kelowna
16116,Mayo,Canada,Mayo
16117,Merritt,Canada,Merritt
16118,Matane,Canada,Matane
16119,Mary's Harbour,Canada,Mary's Harbour
16120,Murray Bay,Canada,Charlevoix
16121,Fort McMurray,Canada,Fort McMurray
16122,Moosonee,Canada,Moosonee
16123,Port McNeill,Canada,Port McNeill
16124,Montreal,Canada,Montreal Metropolitan Area
16125,Yurimaguas,Peru,Yurimaguas
16126,Chibougamau,Canada,Chapais
16127,Manicouagan,Canada,Manic-5
16128,Montreal,Canada,Montreal International (Mirabel)
16129,Natashquan,Canada,Natashquan
16130,Yenbo,Saudi Arabia,Prince Abdulmohsin Bin Abdulaziz
16131,Gatineau,Canada,Gatineau-Ottawa Executive
16132,Norway House,Canada,Norway House
16133,Youngstown/Warren,OH,Youngstown-Warren Regional
16134,Hudson's Hope,Canada,Hudson's Hope
16135,Yanji,China,Chaoyangchuan
16136,Nootka Sound,Canada,Nootka Sound
16137,Points North Landing,Canada,Points North Landing
16138,Matagami,Canada,Matagami
16139,Yantai,China,Laishan
16140,Yangyang,South Korea,Yangyang International
16141,Old Crow,Canada,Old Crow
16142,Cold Lake,Canada,Cold Lake Group/Captain R. W. McNair
16143,Ogoki,Canada,Ogoki
16144,High Level,Canada,High Level
16145,Yola,Nigeria,Yola
16146,Oshawa,Canada,Oshawa Executive
16147,Rainbow Lake,Canada,Rainbow Lake
16149,Ottawa,Canada,Ottawa Macdonald Cartier International
16150,Rea Point,Canada,Rea Point
16151,Prince Albert,Canada,Prince Albert Glass Field
16152,Peace River,Canada,Peace River
16153,Pickle Lake,Canada,Pickle Lake
16154,Port Menier,Canada,Port Menier
16155,Peawanuck,Canada,Peawanuck
16156,Peterborough,Canada,Peterborough
16157,Digby Island,Canada,Prince Rupert
16158,Port Hawkesbury,Canada,Port Hawkesbury
16159,Powell River,Canada,Powell River
16160,Povungnituk,Canada,Puvirnituq
16161,Fort Chipewyan,Canada,Fort Chipewyan
16162,Muskoka,Canada,Muskoka
16163,Quebec,Canada,Quebec Jean Lesage International
16164,The Pas,Canada,The Pas
16165,Red Deer,Canada,Red Deer Regional
